Datetime,PJME_MW,Log_MW,Log_Diff,Log_Diff_Weekly
2013-08-05,31229.458333333332,10.349117105692937,0.06865108614930193,-0.024862131454970182
2013-08-06,31488.458333333332,10.357376355555665,0.008259249862728524,0.0493810424358152
2013-08-07,33157.875,10.409035523963002,0.051659168407336864,0.039805082835634664
2013-08-08,36895.333333333336,10.515840354099529,0.10680483013652697,0.12267133654208529
2013-08-09,39208.458333333336,10.576647776312257,0.0608074222127275,0.02000586977169405
2013-08-10,34241.25,10.44118633659866,-0.13546143971359648,0.005349119494161059
2013-08-11,31840.0,10.368478639958319,-0.07270769664034127,-0.0263211086521018
2013-08-12,37042.5,10.51982118108289,0.15134254112457057,0.08269145497526864
2013-08-13,36597.166666666664,10.507726102913827,-0.012095078169062745,-0.02035432803179127
2013-08-14,31161.833333333332,10.346949334368585,-0.16077676854524192,-0.21243593695257879
2013-08-15,30004.791666666668,10.30911237011228,-0.03783696425630545,-0.14464179439283242
2013-08-16,30324.125,10.319698879315172,0.010586509202893168,-0.050220913009834334
2013-08-17,28471.416666666668,10.256655939015364,-0.06304294029980895,0.07241849941378753
2013-08-18,27411.625,10.218722472472056,-0.03793346654330776,0.03477423009703351
2013-08-19,31195.583333333332,10.348031803947976,0.12930933147591972,-0.022033209648650853
2013-08-20,35586.333333333336,10.479716948002435,0.13168514405445997,0.1437802222235227
2013-08-21,38024.125,10.545976105685876,0.06625915768344015,0.22703592622868207
2013-08-22,37971.916666666664,10.54460213039975,-0.0013739752861248178,0.03646298897018063
2013-08-23,33988.791666666664,10.433786092386786,-0.11081603801296502,-0.12140254721585819
2013-08-24,29308.291666666668,10.28562574700687,-0.14816034537991563,-0.08511740508010668
2013-08-25,28561.541666666668,10.25981639492196,-0.02580935208490942,0.012124114458398338
2013-08-26,33959.083333333336,10.432911647520735,0.1730952525987739,0.04378592112285418
2013-08-27,38810.208333333336,10.566438592380837,0.13352694486010286,0.0018418008056428903
2013-08-28,36737.875,10.511563518228666,-0.05487507415217152,-0.12113423183561167
2013-08-29,36184.458333333336,10.49638497781782,-0.015178540410845542,-0.013804565124720725
2013-08-30,36459.416666666664,10.50395504883606,0.007570071018239588,0.11838610903120461
2013-08-31,35722.875,10.483546518873581,-0.020408529962478994,0.12775181541743663
2013-09-01,35861.125,10.487409118669264,0.0038625997956831526,0.029671951880592573
2013-09-02,35770.875,10.484889293793408,-0.0025198248758560027,-0.1756150774746299
2013-09-03,36574.0,10.507092884434579,0.022203590641170834,-0.11132335421893202
2013-09-04,33145.166666666664,10.408652183073368,-0.09844070136121097,-0.04356562720903945
2013-09-05,32362.958333333332,10.384769786441803,-0.023882396631565328,-0.008703856220719786
2013-09-06,28926.791666666668,10.272523491947078,-0.11224629449472445,-0.11981636551296404
2013-09-07,26683.958333333332,10.191817852343153,-0.0807056396039254,-0.06029710964144641
2013-09-08,29160.625,10.280574619363408,0.08875676702025537,0.08489416722457221
2013-09-09,30079.833333333332,10.311610237268283,0.031035617904874968,0.03355544278073097
2013-09-10,37143.166666666664,10.522535094240963,0.21092485697267982,0.18872126633150899
2013-09-11,42394.708333333336,10.65477882997233,0.13224373573136639,0.23068443709257735
2013-09-12,39567.375,10.585760194044047,-0.06901863592828228,-0.04513623929671695
2013-09-13,32214.375,10.38016806048434,-0.20559213355970662,-0.09334583906498217
2013-09-14,25118.958333333332,10.131378152100249,-0.24878990838409187,-0.16808426878016647
2013-09-15,24502.708333333332,10.106538934640943,-0.02483921745930573,-0.1135959844795611
2013-09-16,28362.583333333332,10.252826067235683,0.1462871325947397,0.11525151468986472
2013-09-17,27231.375,10.212125080169653,-0.04070098706602998,-0.2516258440387098
2013-09-18,27461.25,10.22053119904339,0.008406118873736546,-0.12383761685762984
2013-09-19,28212.041666666668,10.247504175239877,0.026972976196487863,0.09599161212477014
2013-09-20,28841.333333333332,10.269564822415283,0.022060647175406345,0.22765278073511297
2013-09-21,26666.0,10.191144624675404,-0.07842019773987907,0.1703697106442128
2013-09-22,25253.041666666668,10.136701889494741,-0.05444273518066289,-0.029603517721357164
2013-09-23,26919.375,10.200601566550068,0.06389967705532662,-0.08238745553941307
2013-09-24,27336.666666666668,10.215984181362348,0.015382614812279982,0.05608360187830996
2013-09-25,27559.5,10.2241025827279,0.008118401365551975,-0.00028771750818457065
