Datetime,PJME_MW,Log_MW,Log_Diff,Log_Diff_Weekly
2002-01-01,31080.739130434784,10.344343585744328,,
2002-01-02,34261.541666666664,10.441778769892734,0.0974351841484058,
2002-01-03,34511.875,10.449058746693774,0.007279976801040533,
2002-01-04,33715.458333333336,10.425711715421032,-0.023347031272741958,
2002-01-05,30405.125,10.322366458711686,-0.10334525670934624,
2002-01-06,30323.583333333332,10.319681016590213,-0.0026854421214732582,
2002-01-07,33333.833333333336,10.41432817618962,0.09464715959940762,
2002-01-08,34362.916666666664,10.444733258021424,0.03040508183180357,
2002-01-09,33776.166666666664,10.427510704546163,-0.017222553475260582,-0.11465773762366638
2002-01-10,31471.541666666668,10.35683897731317,-0.07067172723299286,-0.0779517040340334
2002-01-11,30947.541666666668,10.340048845771216,-0.016790131541954523,0.0065568997307874355
2002-01-12,28466.875,10.256496409582942,-0.08355243618827402,0.01979282052107223
2002-01-13,28052.833333333332,10.241844915950676,-0.014651493632266366,-0.011966051510793108
2002-01-14,31602.958333333332,10.361006013336558,0.11916109738588254,0.024513937786474926
2002-01-15,31223.791666666668,10.34893563662024,-0.012070376716318165,-0.042475458548121736
2002-01-16,32009.75,10.373795822874053,0.0248601862538127,0.04208273972907328
2002-01-17,31881.291666666668,10.369774648603665,-0.0040211742703881725,0.06665055296260469
2002-01-18,32043.125,10.374837930758217,0.005063282154551985,0.021853413696506507
2002-01-19,31926.333333333332,10.371186444580962,-0.003651486177254526,0.07990095001101949
2002-01-20,29482.916666666668,10.291566278541836,-0.0796201660391258,-0.06496867240685944
2002-01-21,32434.916666666668,10.38699079640281,0.09542451786097317,-0.023736579524909374
2002-01-22,31539.625,10.358999970782428,-0.0279908256203818,-0.015920448904063633
2002-01-23,31494.333333333332,10.35756291445093,-0.0014370563314969331,-0.026297242585309633
2002-01-24,30615.75,10.329269861407187,-0.0282930530437433,-0.024271878773355127
2002-01-25,30183.833333333332,10.315061739939706,-0.014208121467481405,-0.01927140362203339
2002-01-26,28076.666666666668,10.2426941426413,-0.07236759729840614,-0.06871611112115161
2002-01-27,26645.583333333332,10.190378687279129,-0.05231545536217119,0.027304710676954613
